uuid,start_time,end_time,time_offset,count,calorie,distance
75197b6f-9255-467a-90da-1219d38ac54d,1684627200000,1684713540000,600,2559,102,1791
6652d0ee-908e-4b50-9f90-814945b56c6b,1684713600000,1684799940000,600,2272,90,1590
e007340d-8f1d-40d3-86ee-7dcd625214e3,1684800000000,1684886340000,600,2644,105,1850
49d8867b-888f-43fa-a7e7-ff837278cec6,1684886400000,1684972740000,600,2602,104,1821
c492d81f-3f97-4820-81f0-cf7b5a52e24e,1684972800000,1685059140000,600,2711,108,1897
dd7fa8ff-95cb-45cb-ba73-8807bbc6acaa,1685059200000,1685145540000,600,2608,104,1825
741fcb6d-2656-4990-9968-f986576592b3,1685145600000,1685231940000,600,2297,91,1607
78fed655-b813-4713-8e48-8f159f1b319b,1685232000000,1685318340000,600,2515,100,1760
5d1126f4-8617-4917-9a58-41b0c93f27d0,1685318400000,1685404740000,600,2503,100,1752
1d32ccab-b3a7-454c-bf7f-af75affdcbc1,1685404800000,1685491140000,600,2275,91,1592
78728012-7310-459d-8e7a-a7e38602f709,1685491200000,1685577540000,600,2292,91,1604
817602fa-8f7d-4364-8f0f-58ca58ee05b8,1685577600000,1685663940000,600,2380,95,1666
600ee195-0365-45be-986c-d4a733bc6ade,1685664000000,1685750340000,600,2379,95,1665
7455e84e-1048-4ee2-a840-645e2369b1a5,1685750400000,1685836740000,600,2626,105,1838
080492bc-cf19-449c-b392-09851339a2a7,1685836800000,1685923140000,600,2630,105,1840
585a86da-aa8c-41a8-b538-3b7e2a26a1dc,1685923200000,1686009540000,600,2249,89,1574
ba9daffc-c7f3-4f08-baa3-aa86db59286d,1686009600000,1686095940000,600,2738,109,1916
4ca0b9cc-1998-4600-a128-e8e77d4d5dd1,1686096000000,1686182340000,600,2325,93,1627
d2e16be7-dd4f-4437-85c2-04bb85918036,1686182400000,1686268740000,600,2590,103,1812
cca43e22-050f-4e86-922a-886489dc2f2e,1686268800000,1686355140000,600,2499,99,1749
585c9ae8-4e47-47e8-a175-bd1d09a6b7bd,1686355200000,1686441540000,600,2671,106,1869
1c767970-9b47-4f96-9f13-4c641a8bd637,1686441600000,1686527940000,600,2621,104,1834
5c7ac770-c1c8-4797-9025-62d0696fd47b,1686528000000,1686614340000,600,2432,97,1702
c80e27c2-e2f4-4ba0-bec1-b464a1e9b6d3,1686614400000,1686700740000,600,2395,95,1676
ac295b74-8f3f-49eb-b8d0-47fa6e6d7de1,1686700800000,1686787140000,600,2388,95,1671
e4851906-1426-4879-8a69-b084eb59a1d7,1686787200000,1686873540000,600,2686,107,1880
30d289b2-973f-4567-8f66-34b6384e2a35,1686873600000,1686959940000,600,2595,103,1816
fd00ab7c-d204-464e-9801-0a48da3bfe95,1686960000000,1687046340000,600,2465,98,1725
db0eaf1a-694d-4619-a8fb-f3cc3f382971,1687046400000,1687132740000,600,2572,102,1800
e179f49f-2397-40e3-a7cb-5366b067c4b3,1687132800000,1687219140000,600,2509,100,1756
ee5db640-23f2-489c-9903-c1fadaa08dda,1687219200000,1687305540000,600,2357,94,1649
55768088-cf66-4486-a5a9-b256857bf1aa,1687305600000,1687391940000,600,2638,105,1846
7d430913-5ad2-45cc-a60b-78653eed28f4,1687392000000,1687478340000,600,2185,87,1529
1aead78f-8ccc-4783-9ae4-15f9461e8a2a,1687478400000,1687564740000,600,2314,92,1619
481abcd6-248d-49cf-901e-4ec16cd85e76,1687564800000,1687651140000,600,2739,109,1917
1ae256c7-0227-4e4a-8e57-bd950c4fc3f0,1687651200000,1687737540000,600,2768,110,1937
fc5751b4-609b-4b9b-b813-af25ff7d1d4f,1687737600000,1687823940000,600,2253,90,1577
38fb120a-0c06-466d-87ee-5f890ceff39a,1687824000000,1687910340000,600,2325,93,1627
1ded2cdf-d7ca-48a3-afc0-e7ec951dba18,1687910400000,1687996740000,600,2206,88,1544
172bcecf-f499-476b-bb7c-d15c87f84d80,1687996800000,1688083140000,600,2538,101,1776
d2dc7f1d-f86e-4a08-9d88-e7e8d9f0ac0e,1688083200000,1688169540000,600,2665,106,1865
e31a0051-56ef-491e-b698-6475a2077a1d,1688169600000,1688255940000,600,2212,88,1548
2b04b638-a870-41b4-854c-6383b4bd4c3b,1688256000000,1688342340000,600,2689,107,1882
33905d22-f4a1-45e9-a8c8-20902835bb4d,1688342400000,1688428740000,600,2330,93,1631
847e1663-476b-45c9-bf69-1e579dd095dc,1688428800000,1688515140000,600,2685,107,1879
4999eb0c-be94-49a1-9550-e64c079ceb6c,1688515200000,1688601540000,600,2333,93,1633
6ad87872-c586-47da-85dd-b643b9ec51a7,1688601600000,1688687940000,600,2280,91,1596
46429dd6-8b0c-4b61-8d4f-7492eb5fa138,1688688000000,1688774340000,600,2292,91,1604
42fc82c0-9a5b-4520-928f-eb37e797a6a3,1688774400000,1688860740000,600,2735,109,1914
778d4b74-4cea-45bf-8c1c-e85d3513bd82,1688860800000,1688947140000,600,2321,92,1624
38709e01-ec16-40e7-80c3-a941e739a14a,1688947200000,1689033540000,600,2346,93,1642
98147d44-7b4c-4065-b677-b78663870dd3,1689033600000,1689119940000,600,2306,92,1614
cb49acf1-d1d3-47fa-9c0f-3ac4eb012991,1689120000000,1689206340000,600,2192,87,1534
13fc314a-52d8-44cd-a6b2-09ebbc1afd6e,1689206400000,1689292740000,600,2735,109,1914
5a53327a-426b-45ea-910c-214568e6a145,1689292800000,1689379140000,600,2655,106,1858
02f17edf-c5c5-4661-b6ff-01fdbc88dd31,1689379200000,1689465540000,600,2576,103,1803
18238f88-317c-4fc2-af21-d3861118d31a,1689465600000,1689551940000,600,2526,101,1768
8f151bac-48dc-4888-8642-3075ba9ac8b2,1689552000000,1689638340000,600,2249,89,1574
c8e1c2d4-b234-4013-98b6-51a096eafb7f,1689638400000,1689724740000,600,2305,92,1613
34b5118a-8629-4cc1-b4c8-a846651d4ff1,1689724800000,1689811140000,600,2386,95,1670
e4455d26-35ee-4677-ae03-09ca78187403,1689811200000,1689897540000,600,2591,103,1813
3c3686df-5adb-4077-bb5f-9555b98dfe62,1689897600000,1689983940000,600,2512,100,1758
294fcc95-b8d0-4f9a-8ef0-7d03bd91dffe,1689984000000,1690070340000,600,2347,93,1642
8be420e2-8b43-4b03-8dfe-9b8ae3e472b7,1690070400000,1690156740000,600,2645,105,1851
5e2501b5-ef6c-451d-be90-84bc610b360b,1690156800000,1690243140000,600,2263,90,1584
266c4236-49f7-4f50-b0a0-d8967ebef1df,1690243200000,1690329540000,600,2713,108,1899
a4daac04-1223-463a-8e91-09a1f475eb9d,1690329600000,1690415940000,600,2693,107,1885
18900a98-3a65-467f-9034-e73efc94978c,1690416000000,1690502340000,600,2420,96,1694
1854d2ce-2044-4cdd-b716-8df2af014f20,1690502400000,1690588740000,600,2193,87,1535
b97e20bc-c0e3-444b-a37d-33039bcbcfed,1690588800000,1690675140000,600,2391,95,1673
21fac24e-90a8-4388-b3ff-1fa98da293b0,1690675200000,1690761540000,600,2745,109,1921
71b268a8-9aa9-4497-a7af-a7dc99df8af1,1690761600000,1690847940000,600,2450,98,1715
cf041128-6604-4c36-ad9d-0cc122a63646,1690848000000,1690934340000,600,2340,93,1638
db1980f2-6d67-4657-af13-946e133806b9,1690934400000,1691020740000,600,2570,102,1798
d7cbefc2-25c7-448c-bf02-95922a3be67d,1691020800000,1691107140000,600,2164,86,1514
56dc1802-4438-442f-9fb6-5b472bc9feb4,1691107200000,1691193540000,600,2311,92,1617
47ceb7db-a990-47f2-9fb8-70a469088199,1691193600000,1691279940000,600,2314,92,1619
13218f93-3176-497a-b756-ef1a54a1593f,1691280000000,1691366340000,600,2198,87,1538
1fddcfe5-8dee-45d5-b0ba-aed22b403c63,1691366400000,1691452740000,600,2669,106,1868
c0737f71-32de-48a0-9407-f8c44b7b364f,1691452800000,1691539140000,600,2424,96,1696
c7808777-95a6-460b-9261-d0583fb33466,1691539200000,1691625540000,600,2226,89,1558
0f1b5130-7e6f-4be9-809f-217c2c0809a0,1691625600000,1691711940000,600,2691,107,1883
4a9e526b-2003-4b59-b298-99102bf9e93c,1691712000000,1691798340000,600,2204,88,1542
04bb7759-a987-489b-9ea0-4a41dfeaeb40,1691798400000,1691884740000,600,2678,107,1874
e4b51b56-0a1d-43c2-b5ce-07a677aedc56,1691884800000,1691971140000,600,2403,96,1682
5af41a5e-45a3-4d3c-a41e-446a41cef0a9,1691971200000,1692057540000,600,2195,87,1536
7b296eae-6613-4395-86f6-6ff5638adab4,1692057600000,1692143940000,600,2644,105,1850
cf26fb80-d699-4d71-bca7-24d30d9ee972,1692144000000,1692230340000,600,2214,88,1549
bc13a67a-a715-4ec5-9ff9-cbd1838acc9d,1692230400000,1692316740000,600,2503,100,1752
d90cf78f-2db7-4957-b47a-0e13d138aed2,1692316800000,1692403140000,600,2268,90,1587
a52ce367-64b1-4ed0-b72d-cadf9c6660a3,1692403200000,1692489540000,600,2292,91,1604
f132e8db-8371-4c01-ac15-4d0441557286,1692489600000,1692575940000,600,2621,104,1834
4db8caed-b361-40eb-93f3-a5d55bd35a08,1692576000000,1692662340000,600,2147,85,1502
0c1c60b7-9654-494f-828f-c81161bbf246,1692662400000,1692748740000,600,2496,99,1747
15c7e349-156b-44e2-af9e-c4684558d9c3,1692748800000,1692835140000,600,2479,99,1735
9d1d1cbb-ee47-4acf-849e-ae1a8894b172,1692835200000,1692921540000,600,2453,98,1717
11f902e5-0086-4a54-9d7a-08015c25ce9b,1692921600000,1693007940000,600,2583,103,1808
d879056e-03c6-41cc-90f7-0eb0983ab164,1693008000000,1693094340000,600,2666,106,1866
12189ec9-4891-4c8f-90a8-aea89ba5729c,1693094400000,1693180740000,600,2507,100,1754
7862f0ba-cc12-4753-95b9-317a2ca1559a,1693180800000,1693267140000,600,2566,102,1796
93ad7484-3cef-4599-ab46-48e3825f7e0e,1693267200000,1693353540000,600,2263,90,1584
c51acfba-8874-4b07-8489-52d4c85a9310,1693353600000,1693439940000,600,2245,89,1571
49bf88d2-a829-42a7-b969-4871f9832d6d,1693440000000,1693526340000,600,2611,104,1827
7e58dd26-b80c-4198-89aa-931c722b2d44,1693526400000,1693612740000,600,2439,97,1707
f0c20cbc-5149-41dd-967f-ea9006240790,1693612800000,1693699140000,600,2566,102,1796
83a41328-250e-4665-bec7-c3233e68f20c,1693699200000,1693785540000,600,2144,85,1500
9717b385-29f9-4d58-9322-403ef1d31834,1693785600000,1693871940000,600,2371,94,1659
d44f4a65-3fe0-41a9-9a6f-a007eaa18356,1693872000000,1693958340000,600,2355,94,1648
8493b4b7-ef51-4e4c-9df4-913bb04c0a6b,1693958400000,1694044740000,600,2415,96,1690
70a00241-f22b-4360-8936-5fd792d21bdf,1694044800000,1694131140000,600,2117,84,1481
f368b8b5-3638-4e46-a481-9cb5e65b8804,1694131200000,1694217540000,600,2658,106,1860
fdb10312-1701-48c4-b49a-e8dd006df0d6,1694217600000,1694303940000,600,2358,94,1650
4ece94f9-2d5e-4110-b7d4-0a16feb8a123,1694304000000,1694390340000,600,2588,103,1811
af1edc2f-f8cb-4dca-bb85-c604c40aac5e,1694390400000,1694476740000,600,2265,90,1585
5cc738dd-da5d-4318-84b4-e7a0afc2dd69,1694476800000,1694563140000,600,2131,85,1491
b63b3a05-3f40-4a37-a4b9-f50ab0e12657,1694563200000,1694649540000,600,2115,84,1480
a4f75c04-b7d7-45fb-8614-9f264c91bae0,1694649600000,1694735940000,600,2667,106,1866
f3c97bde-a895-4991-9752-cc5eaa67da2b,1694736000000,1694822340000,600,2398,95,1678
70a462a9-4497-4146-b15b-5c888c8bb771,1694822400000,1694908740000,600,2428,97,1699
e7fcb4bf-de24-4dc5-9dcb-b01b71135e29,1694908800000,1694995140000,600,2550,102,1785
ffa43e4e-d993-4343-b164-3e0303b62576,1694995200000,1695081540000,600,2174,86,1521
e74c4682-dd25-4f4e-9ad5-6922f02067b9,1695081600000,1695167940000,600,2690,107,1882
adc19d2f-6ead-492e-b339-1e7cdf130f05,1695168000000,1695254340000,600,2445,97,1711
5c2a8f8d-90b2-415b-a415-d39566760f2e,1695254400000,1695340740000,600,2526,101,1768
2aacc7c1-3633-425d-9db7-fa5470d8f8ca,1695340800000,1695427140000,600,2244,89,1570
51f18156-0b99-4499-a88a-cd4f16cb98be,1695427200000,1695513540000,600,2094,83,1465
57d4eae6-e444-447a-b935-1bb15aeb80b8,1695513600000,1695599940000,600,2396,95,1677
deffd660-5c82-4492-accf-30a3040559d4,1695600000000,1695686340000,600,2453,98,1717
000fbd64-b440-4443-9e36-5b9e25eeb6c5,1695686400000,1695772740000,600,2334,93,1633
d59506e4-0151-4492-89ec-f644462267dd,1695772800000,1695859140000,600,2277,91,1593
ea2cd2d3-e2a1-4d69-8eef-8f6861557663,1695859200000,1695945540000,600,2371,94,1659
0d31d745-1d03-4aab-a1ad-62c0deac7a13,1695945600000,1696031940000,600,2420,96,1694
23edc914-4648-4362-abe9-4996406f2624,1696032000000,1696118340000,600,2269,90,1588
aa882948-71c5-4e7b-b89c-70f101ad8075,1696118400000,1696204740000,600,2434,97,1703
ac9c8ec3-9843-4cfd-803f-8258fe647287,1696204800000,1696291140000,600,2518,100,1762
8c5e3c88-1da4-4ab4-9d94-db7b3f700c2b,1696291200000,1696377540000,600,2107,84,1474
98f24bc9-fecc-4b5a-8965-390a26d3f9cf,1696377600000,1696463940000,600,2506,100,1754
32cbbb56-f73b-4e95-8373-a799acb18cb5,1696464000000,1696550340000,600,2603,104,1822
1316ffdf-e6ce-4209-a666-f8e6628283ab,1696550400000,1696636740000,600,2099,83,1469
18efd1b1-25b8-4448-94a1-590a956d718b,1696636800000,1696723140000,600,2526,101,1768
0431aea5-0026-4927-8a21-b32a0fc1af0d,1696723200000,1696809540000,600,2618,104,1832
0c1c9f9a-8cf8-43b5-af3f-c18362541087,1696809600000,1696895940000,600,2592,103,1814
a37424b0-96bc-4582-9e39-024015ba0f5a,1696896000000,1696982340000,600,2197,87,1537
2176dcd2-5b97-47f2-9ba7-207d68aaa8a1,1696982400000,1697068740000,600,2344,93,1640
64b7fb37-45e4-412e-9677-971f153ea073,1697068800000,1697155140000,600,2251,90,1575
46b1345c-8b00-4254-b55f-660cdea733c0,1697155200000,1697241540000,600,2630,105,1840
f8194f98-6259-46c9-b8e3-1ad2598392bc,1697241600000,1697327940000,600,2564,102,1794
52ad49d6-7db3-4a13-a5c2-1b20bc37a31b,1697328000000,1697414340000,600,2434,97,1703
3133c9c6-8bcd-477f-921a-77f33dd906fb,1697414400000,1697500740000,600,2320,92,1624
08bd1cfe-883d-49cc-b76e-7426876ebc3f,1697500800000,1697587140000,600,2415,96,1690
08ddbd57-8a21-4669-8e02-58e86406c65e,1697587200000,1697673540000,600,2632,105,1842
35ad3191-f0e8-43b4-8eb4-e2b879a28e7c,1697673600000,1697759940000,600,2525,101,1767
9a6a9336-d6f3-4eba-a41c-39ab50d543be,1697760000000,1697846340000,600,2462,98,1723
5ffe3c7c-fc9a-42b5-b4ca-af409ff0577f,1697846400000,1697932740000,600,2231,89,1561
c8e781be-551c-496a-b396-927bf9d83bf9,1697932800000,1698019140000,600,2241,89,1568
570d6f08-0762-40fe-ad29-138b303b4d68,1698019200000,1698105540000,600,2222,88,1555
57622c15-9cb4-4521-962d-b2c20939e8e3,1698105600000,1698191940000,600,2245,89,1571
d5264284-62bc-417d-abf2-c8897cd589de,1698192000000,1698278340000,600,2130,85,1491
ff9de5d1-1128-42f5-b627-d8c642ff2fb1,1698278400000,1698364740000,600,2622,104,1835
e70e162d-ada0-49f3-b89e-4f050e7de4be,1698364800000,1698451140000,600,2375,95,1662
15ad4c5b-cde5-49c7-89c2-85df4b473318,1698451200000,1698537540000,600,2591,103,1813
f80d2423-b98e-4704-8865-e14550fc4877,1698537600000,1698623940000,600,2141,85,1498
9c203ef8-c9ef-4d7b-9207-50ba76e67de3,1698624000000,1698710340000,600,2515,100,1760
b62345ac-2df7-4e81-ac81-74bd325919e8,1698710400000,1698796740000,600,2375,95,1662
371172ca-9f7a-48c4-b882-0ae6bd47c844,1698796800000,1698883140000,600,2409,96,1686
aa366927-ab84-48f2-892c-a164aebc1e9e,1698883200000,1698969540000,600,2107,84,1474
f675a967-408c-4760-9293-a52e46d8e42d,1698969600000,1699055940000,600,2370,94,1659
17dc4b6f-ece4-4a23-9620-195504af0f6b,1699056000000,1699142340000,600,2473,98,1731
05ae4ed0-79fc-402f-91e9-22e056b689a1,1699142400000,1699228740000,600,2447,97,1712
8731fda1-7430-4fb1-917e-1767e0fde42d,1699228800000,1699315140000,600,2379,95,1665
33647b1a-2067-4669-aa73-37f951380dee,1699315200000,1699401540000,600,2519,100,1763
a4d23649-c7f4-4bfc-a522-f9eacb121a3a,1699401600000,1699487940000,600,2121,84,1484
7f430825-84da-48af-81e1-d897290b8597,1699488000000,1699574340000,600,2100,84,1470
d1e69c7f-d6f9-4e4c-823d-79e50c28d4aa,1699574400000,1699660740000,600,2206,88,1544
e314e799-2abf-4a33-9b05-2a52ceaeb6df,1699660800000,1699747140000,600,2589,103,1812
b6bb8da7-fc86-4341-818c-d284375dad0c,1699747200000,1699833540000,600,2296,91,1607
fa48c57a-0cbf-4b4a-9163-50bb513c408a,1699833600000,1699919940000,600,2032,81,1422
50906ede-1631-4353-bd79-faa57dfa3543,1699920000000,1700006340000,600,2172,86,1520
88699f9a-629f-4f38-99ee-b7e9c4be0c5a,1700006400000,1700092740000,600,2453,98,1717
3455e129-dda0-42db-b59d-da4c300bb054,1700092800000,1700179140000,600,2510,100,1757
4210302a-edb9-45f5-b354-a9bedce762c0,1700179200000,1700265540000,600,2247,89,1572
06c81efb-614f-44de-bbfb-88a8d7d64a8c,1700265600000,1700351940000,600,2348,93,1643
84d0cefa-1636-4b01-88c6-1a042574be34,1700352000000,1700438340000,600,2095,83,1466
5e8cf21f-7bcf-4875-a04e-609670d44fc1,1700438400000,1700524740000,600,2492,99,1744
49ed3d94-fe0d-4c26-86a0-4c4d46abdc30,1700524800000,1700611140000,600,2452,98,1716
1c492854-f016-42e1-83c2-e730dd79c985,1700611200000,1700697540000,600,2505,100,1753
aff1e378-e562-42ac-b1fc-394bb5992893,1700697600000,1700783940000,600,2284,91,1598
3aad8379-acf5-4bc4-8a37-699b8cf17127,1700784000000,1700870340000,600,2105,84,1473
4e900949-4e99-404a-a0fb-d00b1d898c78,1700870400000,1700956740000,600,2235,89,1564
d76a7037-2a88-4420-97d6-a9d5f2add324,1700956800000,1701043140000,600,2611,104,1827
4d1c7b23-1ee9-4c67-9176-df51f7335570,1701043200000,1701129540000,600,2060,82,1442
228559f0-62e4-4404-b878-4b6b43d8360a,1701129600000,1701215940000,600,2144,85,1500
f41afe6e-01b4-480b-98d2-f9556a2f8051,1701216000000,1701302340000,600,2306,92,1614
0be550f6-0318-4c04-bf28-a7ca24bdda5c,1701302400000,1701388740000,600,2240,89,1568
d62585ba-6936-4da6-b366-c8bf8f54735a,1701388800000,1701475140000,600,2278,91,1594
a492411c-b5b8-45ec-bd4e-f7eff5066761,1701475200000,1701561540000,600,2349,93,1644
270275c6-e273-4f8a-b3ad-870c77bf4b6b,1701561600000,1701647940000,600,2005,80,1403
25625067-f8e6-4ac8-90a3-67321378c38e,1701648000000,1701734340000,600,2557,102,1789
06b46b26-15b6-4c69-9251-2e17cf1b34b5,1701734400000,1701820740000,600,2339,93,1637
397766ac-ae75-4815-8048-669d822a1c04,1701820800000,1701907140000,600,2277,91,1593
e8f617a6-80b8-4be0-a36b-2edc7ee08481,1701907200000,1701993540000,600,2104,84,1472
a7fb9a85-18d2-439a-953a-9efa189b51d2,1701993600000,1702079940000,600,2270,90,1589
b3953910-2576-42b1-8df1-90cefa7d0b87,1702080000000,1702166340000,600,1995,79,1396
4eddc426-86c7-4807-932d-91ee6bd3bed5,1702166400000,1702252740000,600,2308,92,1615
3c6190b8-aaf1-4b26-a91a-9d4c1109c160,1702252800000,1702339140000,600,2471,98,1729
31f190b8-70ff-45a4-9abc-45adb0b83612,1702339200000,1702425540000,600,2471,98,1729
2cb641de-00cf-48a6-9c2a-eac5cc0ab3b2,1702425600000,1702511940000,600,2520,100,1764
685be1e5-c7c4-4816-9ed7-989c83e5638e,1702512000000,1702598340000,600,2552,102,1786
d7ede88f-c983-4f16-b2f7-497f9275f74a,1702598400000,1702684740000,600,2278,91,1594
8ed8566c-cd00-4569-88ec-6f81f0df5f21,1702684800000,1702771140000,600,2162,86,1513
e0657f63-065f-478f-94e5-06ae7cdfb91a,1702771200000,1702857540000,600,2271,90,1589
215de511-0ed8-4fea-a06c-7db1f5511494,1702857600000,1702943940000,600,2412,96,1688
ffc5355e-ae28-48f8-8453-c199957797c2,1702944000000,1703030340000,600,2110,84,1477
e724c7ee-29d6-4739-9842-f51810e2335d,1703030400000,1703116740000,600,2051,82,1435
dace53d5-dd07-445d-9e75-c3af74709b85,1703116800000,1703203140000,600,2193,87,1535
0617cedf-b760-4c3f-b432-14091827ca54,1703203200000,1703289540000,600,2032,81,1422
81137174-2226-4224-83b3-49046f63dd18,1703289600000,1703375940000,600,2154,86,1507
62fffe7a-3348-43c3-9d65-d11badc3fbca,1703376000000,1703462340000,600,2109,84,1476
406e20ab-1bc6-40a8-ac65-666913fd549c,1703462400000,1703548740000,600,2259,90,1581
c8b6379b-02f6-4f92-9a99-4e8215effdf1,1703548800000,1703635140000,600,2209,88,1546
82a7a155-52a1-4164-885f-72ff5d8e370d,1703635200000,1703721540000,600,2011,80,1407
7c48d17e-a139-408f-9191-384a8f8663e9,1703721600000,1703807940000,600,2065,82,1445
db73a1bf-4f21-45aa-917c-ce32aceb1d4a,1703808000000,1703894340000,600,2062,82,1443
4d44c052-e60a-4a61-ad74-e1a911ba9a6d,1703894400000,1703980740000,600,2007,80,1404
2e788f69-f0e4-4d4c-a956-cd140b766ebd,1703980800000,1704067140000,600,2073,82,1451
c14e9acc-2f95-4f10-a577-e9290ae1a6eb,1704067200000,1704153540000,600,2560,102,1792
50c60a4a-ec36-446e-8c6c-41608cf68166,1704153600000,1704239940000,600,2468,98,1727
09a50644-1677-461b-a86c-4ccfe43cd8da,1704240000000,1704326340000,600,1970,78,1379
c0c52650-b19c-4dfe-98fb-0396627536c0,1704326400000,1704412740000,600,2416,96,1691
a7a7ff69-8b4b-4e8d-ba0d-e8967b2b2571,1704412800000,1704499140000,600,2326,93,1628
448ed25c-f0fe-4907-bcc1-ffef87f13faf,1704499200000,1704585540000,600,2232,89,1562
e453b2a0-58fa-42bf-a24f-66a87c51ee5c,1704585600000,1704671940000,600,1972,78,1380
0e0042d7-a784-4c4b-a8e1-ea698014777d,1704672000000,1704758340000,600,2534,101,1773
d102ab3a-c877-4276-baee-2b6b957eced5,1704758400000,1704844740000,600,2317,92,1621
5a4e54e6-056d-444a-a8e9-0327f0332488,1704844800000,1704931140000,600,2396,95,1677
09658ef2-3999-45a3-b18e-f07eee7fe84d,1704931200000,1705017540000,600,1955,78,1368
e8a7c4b1-9ede-4b09-9401-fb8e793be65d,1705017600000,1705103940000,600,2340,93,1638
92e47dad-23a4-4b09-bcf4-b7c9219c2c2a,1705104000000,1705190340000,600,2332,93,1632
17e3c94d-17f0-445c-991a-4a4a43c009d0,1705190400000,1705276740000,600,2492,99,1744
056fbb65-0245-463b-975a-f3edacb379fb,1705276800000,1705363140000,600,2004,80,1402
df01ca07-e193-43e3-83ea-126e2d93cbdf,1705363200000,1705449540000,600,2308,92,1615
913bb885-18a2-4da8-8a16-e073d8acfa00,1705449600000,1705535940000,600,2331,93,1631
49f28f39-1546-4713-9c97-058372d2c9fb,1705536000000,1705622340000,600,2391,95,1673
d368afd5-fc05-4435-abda-d157c93914d5,1705622400000,1705708740000,600,2214,88,1549
7013c410-2f50-4138-9d81-7edd620a493d,1705708800000,1705795140000,600,2397,95,1677
ca996f33-41a4-4682-aa3b-1894405bcee7,1705795200000,1705881540000,600,2384,95,1668
6b7cc434-29b8-4ff2-8503-00feee2a1545,1705881600000,1705967940000,600,2230,89,1561
284d4153-cac7-442d-8122-b8d42a8dc362,1705968000000,1706054340000,600,1948,77,1363
40d2fc72-9693-4d33-be84-7b5597b4e502,1706054400000,1706140740000,600,2222,88,1555
02b146f3-9d75-4fcb-a4ea-caa2e2e3e93a,1706140800000,1706227140000,600,2046,81,1432
513b2245-614b-4da8-ae4e-97fcbc6d083e,1706227200000,1706313540000,600,2026,81,1418
b04194b3-b6eb-4671-a3ee-7c4521bbce84,1706313600000,1706399940000,600,2465,98,1725
3f3c7fa0-4fd2-474c-8deb-eb74b1167999,1706400000000,1706486340000,600,2312,92,1618
e2268b11-4d89-4885-8656-756e225220da,1706486400000,1706572740000,600,2153,86,1507
24aadbdb-ae64-4de8-bb28-c5958567789c,1706572800000,1706659140000,600,1925,77,1347
4728ecd8-5bea-4d06-ac23-52b1b4516f70,1706659200000,1706745540000,600,2066,82,1446
bf802013-e435-4370-b6f6-52e30bb8fdd6,1706745600000,1706831940000,600,2353,94,1647
054a673c-8caf-458f-b6e4-730001abf79a,1706832000000,1706918340000,600,2356,94,1649
e839f64a-47fb-47e1-bee5-770316ffaa7a,1706918400000,1707004740000,600,2009,80,1406
12957b8f-7075-4926-974f-55718948bd28,1707004800000,1707091140000,600,2180,87,1526
d85e4859-5dd8-4b95-b5ec-8d2c893d3c82,1707091200000,1707177540000,600,2420,96,1694
a78920a2-ec73-4b0f-ad68-86553bd493c5,1707177600000,1707263940000,600,2497,99,1747
68e02234-590b-4721-9bef-872858eb80a6,1707264000000,1707350340000,600,2281,91,1596
005f0127-2623-46f1-a9aa-057926873a7e,1707350400000,1707436740000,600,2189,87,1532
f03d6e37-294b-41a4-b874-2d9fb717e619,1707436800000,1707523140000,600,1944,77,1360
