uuid,start_time,end_time,time_offset,count,calorie,distance
6509b361-a6e7-4715-b7f9-7650d5604eae,1685059200000,1685145540000,600,2737,109,1915
db066092-4b68-4040-b1d3-c04d8d0258ea,1685145600000,1685231940000,600,2102,84,1471
b1c9dce9-11b8-48ee-a319-c1d7ae14ac10,1685232000000,1685318340000,600,9521,380,6664
4321b6fd-78b3-45e3-b6ee-5a45c4165cc9,1685318400000,1685404740000,600,3679,147,2575
503257d1-4427-4656-9c63-0168d687a088,1685404800000,1685491140000,600,3506,140,2454
31728f18-2067-4f47-a432-68809aebfa6a,1685491200000,1685577540000,600,2054,82,1437
ec7efee0-d9af-460a-96cb-89fd5bf28cc1,1685577600000,1685663940000,600,2703,108,1892
f5bbc990-b9a5-411b-b10a-201a80575bbe,1685664000000,1685750340000,600,3590,143,2513
0db6cac0-5f80-4b74-b0b4-53d2efbde823,1685750400000,1685836740000,600,12780,511,8946
ccd9195c-6dde-4b3f-a98c-7e0aeec5fcc4,1685836800000,1685923140000,600,9204,368,6442
5eb7d0c1-b9e1-47aa-b67c-3ac89b81f7b2,1685923200000,1686009540000,600,3626,145,2538
b5b3b8cb-4283-46d4-a94d-4c942162f913,1686009600000,1686095940000,600,11697,467,8187
84b37fb5-e2bc-458e-9f56-6d0431945064,1686096000000,1686182340000,600,14907,596,10434
05b5b173-fdd8-4b1d-8b9c-9b401b666c00,1686182400000,1686268740000,600,12403,496,8682
5e8e6e78-f4bf-41c0-8685-dcdff07a54d2,1686268800000,1686355140000,600,12573,502,8801
e00308be-ef5a-4b24-9373-b5837be2d849,1686355200000,1686441540000,600,11074,442,7751
2e206af9-8799-42d5-999d-1aac7c093adb,1686441600000,1686527940000,600,12618,504,8832
b717493c-b710-4b19-b9ee-2804dd37a45d,1686528000000,1686614340000,600,12793,511,8955
776a710f-103e-4d88-b601-d29ddb55d1cc,1686614400000,1686700740000,600,10105,404,7073
ad6a146a-e82f-4702-ae56-84c5da984291,1686700800000,1686787140000,600,2985,119,2089
4def30c7-9561-495a-be32-07dcdd4cd281,1686787200000,1686873540000,600,2091,83,1463
3de57a3f-09ff-4ef1-a0b8-60008cd8304f,1686873600000,1686959940000,600,2662,106,1863
89e04d76-056b-40e8-9042-e8b8896ccd3b,1686960000000,1687046340000,600,2816,112,1971
c393fdd9-949e-47ce-99cd-a970b05a3964,1687046400000,1687132740000,600,9897,395,6927
e6bc5ccc-88ee-475f-a5ee-0185bbb8ec65,1687132800000,1687219140000,600,10973,438,7681
3fd0bec0-8657-4e14-9306-72c885b7fa7d,1687219200000,1687305540000,600,3137,125,2195
bdd5a0dd-d8f2-4f70-bd74-27a585219389,1687305600000,1687391940000,600,2839,113,1987
b49a2679-51da-4311-ae3f-c6fc01762c65,1687392000000,1687478340000,600,14358,574,10050
63b6a2e8-a85c-4668-8bc1-02b6551eb648,1687478400000,1687564740000,600,3296,131,2307
d2738856-7377-488f-8b13-49d246316c34,1687564800000,1687651140000,600,3188,127,2231
d79bd30c-698b-4799-ad57-53f8b6d12a2a,1687651200000,1687737540000,600,3826,153,2678
401102c2-93f7-4003-9118-4cef0adbc9f6,1687737600000,1687823940000,600,3664,146,2564
eba9d58c-c300-4c33-b493-888068aa73dd,1687824000000,1687910340000,600,2032,81,1422
898d33c0-1612-4098-a1f1-dc99bf41e204,1687910400000,1687996740000,600,2835,113,1984
f244867f-67eb-4948-bc39-48aa5d80ae6b,1687996800000,1688083140000,600,3712,148,2598
920b74a4-459d-48a3-bf8c-77fb51ee6843,1688083200000,1688169540000,600,2612,104,1828
a9d88105-9f1e-465b-8f9a-46b6a94fc755,1688169600000,1688255940000,600,2242,89,1569
3675c683-1fec-4599-8e10-19d70458b283,1688256000000,1688342340000,600,3233,129,2263
e6871f01-f360-4cf9-955d-a60c91575dac,1688342400000,1688428740000,600,3012,120,2108
49a54acd-89d9-4fab-8c45-c9b701bb1ca3,1688428800000,1688515140000,600,3626,145,2538
49093918-786b-443e-b2b1-73c9cd521aba,1688515200000,1688601540000,600,11857,474,8299
3efe52ba-5a9a-499a-9de8-a255dd2ddfa0,1688601600000,1688687940000,600,3349,133,2344
7815100b-0f72-4704-9bb2-01a14b5e8fb4,1688688000000,1688774340000,600,14655,586,10258
16370a6e-ff30-4f88-b61b-ab827c9882e5,1688774400000,1688860740000,600,9310,372,6517
1ea8296b-f853-4b2e-bd5e-76930645da03,1688860800000,1688947140000,600,12033,481,8423
da7a331c-33fa-49a7-b984-6ac725767ec9,1688947200000,1689033540000,600,10872,434,7610
8103bb04-3d78-45a6-bc8f-58e478d5e13c,1689033600000,1689119940000,600,2668,106,1867
a5c063d8-6070-4a73-a543-2d1eae2f4ae9,1689120000000,1689206340000,600,3668,146,2567
02aa40f0-2cb3-4950-8ae0-07b30f516336,1689206400000,1689292740000,600,2874,114,2011
177e658f-0069-49c6-9344-279e6902dbd8,1689292800000,1689379140000,600,3815,152,2670
ecc6f532-34c5-4b40-8114-cde7650ad473,1689379200000,1689465540000,600,10757,430,7529
d1b55d32-16d7-4b20-9ac2-b645135c5493,1689465600000,1689551940000,600,9972,398,6980
aeb36d0c-a0c5-4424-bcfd-3431ae79255b,1689552000000,1689638340000,600,9539,381,6677
5b6d39d8-769b-4424-ad67-42b32a48b7db,1689638400000,1689724740000,600,2484,99,1738
c08d66e6-ecbb-4c34-ae02-cee45c4021a5,1689724800000,1689811140000,600,2283,91,1598
d924398d-6eed-4696-94c8-d4fae33e0917,1689811200000,1689897540000,600,2760,110,1931
e2d1631f-2b76-487f-b2b2-9f8f45c879c5,1689897600000,1689983940000,600,3327,133,2328
4fc005a5-c417-4aa1-a86b-0c966148ee3e,1689984000000,1690070340000,600,9037,361,6325
c12f1ac8-8df4-4efe-85aa-4c7ef6ff756c,1690070400000,1690156740000,600,14505,580,10153
ee8d5c3f-e071-4605-9217-b61c92c87aa5,1690156800000,1690243140000,600,3831,153,2681
3e1ccad2-4692-4f0d-a3c3-06346c9da286,1690243200000,1690329540000,600,3338,133,2336
8c81c2eb-6ceb-4945-a2ad-789ec0fd6100,1690329600000,1690415940000,600,3611,144,2527
8ed80457-9cc1-4e47-bb47-1765fc8a1cf4,1690416000000,1690502340000,600,3286,131,2300
a7a1c9fb-c362-4000-b549-715af4ec0bf6,1690502400000,1690588740000,600,10302,412,7211
c19b282f-d205-4498-992b-a0372743229f,1690588800000,1690675140000,600,2846,113,1992
287d29f4-fd4b-4210-94fb-06056677fe0a,1690675200000,1690761540000,600,9133,365,6393
69f87299-0493-4944-b819-b45ddf4a2b26,1690761600000,1690847940000,600,2522,100,1765
13a0b871-3cd8-4ccd-b94a-a10bcb9558c3,1690848000000,1690934340000,600,3387,135,2370
aaed4529-bacd-41b7-a549-cfcf6a357dcd,1690934400000,1691020740000,600,2153,86,1507
46e017d0-4b16-453e-81b1-275f588bd4b4,1691020800000,1691107140000,600,3600,144,2520
f40195dd-6704-4e90-b142-4ce89b0c1cb3,1691107200000,1691193540000,600,14577,583,10203
5acdef67-14bb-44aa-b7bd-a1b61b207d0f,1691193600000,1691279940000,600,2519,100,1763
365edcb3-9117-4e07-a001-67fea2f87027,1691280000000,1691366340000,600,2508,100,1755
602c3bdd-c684-4ab1-8a23-ffdd0dde799e,1691366400000,1691452740000,600,2867,114,2006
431f65eb-54ea-458b-9b33-7997aa880259,1691452800000,1691539140000,600,3185,127,2229
ad0d8e28-6677-4c58-ac6b-8acf673aa58e,1691539200000,1691625540000,600,2894,115,2025
f859e355-8ff8-4b2d-8ca1-fa31de692f12,1691625600000,1691711940000,600,14500,580,10150
30462abc-8131-478a-901c-1bdb4dacdd13,1691712000000,1691798340000,600,11806,472,8264
8c6e612c-4b6c-423b-9bbc-a27541f460f9,1691798400000,1691884740000,600,3574,142,2501
49f6087e-7b04-4262-bad7-f8e3b7df903e,1691884800000,1691971140000,600,2316,92,1621
eccc4e66-53fc-4298-88e0-794377f20f6a,1691971200000,1692057540000,600,12243,489,8570
a46c53a2-2e64-402b-9329-d09d0d75c8ea,1692057600000,1692143940000,600,10444,417,7310
a895943b-577a-4fb5-a02b-c6eca0fe13ed,1692144000000,1692230340000,600,3341,133,2338
9e25ae06-a29f-49e0-9c7d-a8c01328ec45,1692230400000,1692316740000,600,11606,464,8124
399f866f-ee44-4f55-acc2-1eface82fd36,1692316800000,1692403140000,600,2597,103,1817
78177fbd-0d60-40b6-828a-c2e75f8da4d3,1692403200000,1692489540000,600,2334,93,1633
e97eeff2-091d-4e33-ad26-16b27f161334,1692489600000,1692575940000,600,13735,549,9614
2d9adbd4-c3c0-4ee3-a299-6683b9e441a8,1692576000000,1692662340000,600,3943,157,2760
c49c5991-277c-4c26-ac0c-10f699f0e650,1692662400000,1692748740000,600,2574,102,1801
a868df7f-1e2b-4410-ab5c-f821e3f805bd,1692748800000,1692835140000,600,3149,125,2204
493a38ad-f932-407d-90ac-c0813d15ce45,1692835200000,1692921540000,600,13424,536,9396
5ea71991-bc88-420c-b7ac-17a4175a6b74,1692921600000,1693007940000,600,3934,157,2753
4a229791-8a93-4b63-9eef-392b70649966,1693008000000,1693094340000,600,14036,561,9825
e1cd6b26-1330-4897-bc68-428d37a5ad4e,1693094400000,1693180740000,600,2441,97,1708
b0a724c0-c05f-45b8-a21d-95d22057068b,1693180800000,1693267140000,600,13743,549,9620
fb922c3a-d270-4c89-b749-a7a6a0d00694,1693267200000,1693353540000,600,10113,404,7079
276e88ba-9d37-4472-a078-1865691dd756,1693353600000,1693439940000,600,13010,520,9107
8bf45b0a-d957-4cca-a96f-bc0ee5a7a02a,1693440000000,1693526340000,600,12982,519,9087
7d321712-9e20-43e7-a072-569e7539e225,1693526400000,1693612740000,600,12992,519,9094
5f138c42-7942-4cea-8cb9-45ce5339de1b,1693612800000,1693699140000,600,11089,443,7762
5edd7786-f5c9-45d7-9c6f-f268117013b5,1693699200000,1693785540000,600,2327,93,1628
33ef4d3a-d23b-47f6-984e-07db57e0111d,1693785600000,1693871940000,600,10520,420,7363
35f0da60-94d3-40e2-8a7e-e21733dc4d2f,1693872000000,1693958340000,600,3338,133,2336
57175aa2-288a-4f5c-a4cd-eefd4b2059ed,1693958400000,1694044740000,600,11411,456,7987
ff68d21e-6726-4803-a6ad-7739911455d8,1694044800000,1694131140000,600,3761,150,2632
d46704b4-ac71-41fd-a7a6-b5ae27768511,1694131200000,1694217540000,600,2132,85,1492
0da7d11c-0017-4e52-97c8-de95f8b3c71a,1694217600000,1694303940000,600,3186,127,2230
f0611905-51fd-4587-be27-79809112f59e,1694304000000,1694390340000,600,2436,97,1705
169312ac-06eb-45cb-8363-8551f6b29111,1694390400000,1694476740000,600,3674,146,2571
0ad0bd6c-2a24-4e58-8a14-5d6bbd3c6c67,1694476800000,1694563140000,600,11488,459,8041
8aa634d1-8248-4b93-b226-48be8221e845,1694563200000,1694649540000,600,3091,123,2163
01d61075-f351-404f-bded-ecdf7cbc49a6,1694649600000,1694735940000,600,14390,575,10073
b962b0a0-88cc-47c6-a4ac-10b47a57fa14,1694736000000,1694822340000,600,3792,151,2654
00771607-aa7f-423a-b703-9b7b1dbb4888,1694822400000,1694908740000,600,14478,579,10134
206a15a9-3ab1-4482-b7a6-8bc2bd9583bf,1694908800000,1694995140000,600,13747,549,9622
e68dd1fc-2ef3-4247-93d3-e1ec378e3ab4,1694995200000,1695081540000,600,3698,147,2588
93de11bd-854f-452e-8a00-fb24b5a0ea09,1695081600000,1695167940000,600,3510,140,2457
73ffc40e-3dca-4c93-b93b-78738ed1af56,1695168000000,1695254340000,600,12287,491,8600
1502090c-37d6-48f8-a774-ffcb8e32ec39,1695254400000,1695340740000,600,3770,150,2639
5fbcb9a3-ca7b-4ccb-89a3-f6a5cf6593bc,1695340800000,1695427140000,600,3803,152,2662
db08a2d7-cb22-4eb1-8d6e-9695c5f3928c,1695427200000,1695513540000,600,3416,136,2391
f5a0af18-31e3-48da-8927-3baea0c83298,1695513600000,1695599940000,600,3685,147,2579
61e83050-c290-4d94-9c8b-44af5e9a2368,1695600000000,1695686340000,600,13533,541,9473
523662a2-7b29-4471-a869-ac78f3628f4f,1695686400000,1695772740000,600,3801,152,2660
bf3ca076-0f4e-49c6-9db9-403dc99053e0,1695772800000,1695859140000,600,3052,122,2136
d337df8b-f8c7-4fca-a903-08f1bfe808a4,1695859200000,1695945540000,600,11007,440,7704
01ad7442-7dec-4ee9-9d4f-a81791fbbe06,1695945600000,1696031940000,600,11962,478,8373
971d9562-6cb3-4873-91ef-364837f34cb9,1696032000000,1696118340000,600,12163,486,8514
0495632b-2ac3-401e-9f7d-4a23801d0944,1696118400000,1696204740000,600,9752,390,6826
7959dff1-ec05-4f29-8d64-0ae3c81f2eb7,1696204800000,1696291140000,600,14456,578,10119
25ba3e30-c92d-4fe2-888b-6d57afe227b9,1696291200000,1696377540000,600,2099,83,1469
08da2555-f844-4081-b1ec-719162535a3d,1696377600000,1696463940000,600,2056,82,1439
d37cb53a-36ea-4bfe-873b-f8d0b4a534a8,1696464000000,1696550340000,600,2601,104,1820
c730abed-df6c-42ed-a341-e0761a27800f,1696550400000,1696636740000,600,11314,452,7919
670647aa-c637-41f4-be32-6b966b6703cf,1696636800000,1696723140000,600,3394,135,2375
93014952-4627-4ead-b864-ad4dbc3af29a,1696723200000,1696809540000,600,3474,138,2431
e374b810-6ee3-403b-aa56-56aabf4640e7,1696809600000,1696895940000,600,2702,108,1891
210155bb-693b-43a0-9c47-2cdd6394f891,1696896000000,1696982340000,600,2409,96,1686
7224d8ef-e3d7-487a-a97c-87dfe29d2a57,1696982400000,1697068740000,600,10298,411,7208
ccc4c27f-9091-4018-b333-e2ca7d2549a5,1697068800000,1697155140000,600,11691,467,8183
0e617657-8385-43e0-826b-a66128b03937,1697155200000,1697241540000,600,3685,147,2579
14c2117b-5205-4ba2-846f-07b36ccf8c64,1697241600000,1697327940000,600,3995,159,2796
803da976-c854-464a-9586-598859e10954,1697328000000,1697414340000,600,2303,92,1612
4224f6a6-8aec-433a-9e2d-37201b38a8ba,1697414400000,1697500740000,600,2746,109,1922
aaec7d91-259b-4bdc-8382-647f48b103fe,1697500800000,1697587140000,600,2851,114,1995
b68792dc-5558-4f02-98bd-22eda405026d,1697587200000,1697673540000,600,3157,126,2209
e7f776e2-e2b7-4094-8617-a5a36938b719,1697673600000,1697759940000,600,11666,466,8166
c585e364-6816-4b05-bcaa-b09be70da7bd,1697760000000,1697846340000,600,9532,381,6672
8b8d0930-84c1-4176-8105-cd072500238d,1697846400000,1697932740000,600,3082,123,2157
d2722c1a-0e3c-444f-8632-6070c50a7fae,1697932800000,1698019140000,600,3794,151,2655
aa7d9b1f-85da-413d-9894-a47d3e4f17e2,1698019200000,1698105540000,600,13628,545,9539
5103f98f-763c-4a89-b997-37d029fd06de,1698105600000,1698191940000,600,11008,440,7705
50d842be-6600-4acd-afb3-69ce47b92539,1698192000000,1698278340000,600,2015,80,1410
54fcaad3-e8f0-461e-93d6-cfa3b6d519af,1698278400000,1698364740000,600,3128,125,2189
e7ad2db7-d2a9-4ef9-9486-25cd6fc0fbae,1698364800000,1698451140000,600,3170,126,2219
3532c7d7-dd56-40cf-9fee-6535cf43e1d6,1698451200000,1698537540000,600,3327,133,2328
06329c4f-187e-4ab8-967c-169f3f2815fa,1698537600000,1698623940000,600,11738,469,8216
3d1b9bf1-10a9-45bb-94a7-b4a2d0711e21,1698624000000,1698710340000,600,3194,127,2235
418a94a0-8cd2-4bac-822c-c62c41357e05,1698710400000,1698796740000,600,12641,505,8848
afede4c7-3200-4eac-bc0b-9373dc0e36c6,1698796800000,1698883140000,600,2415,96,1690
89f9ee43-3c28-4250-b0a0-80b43f6b80cb,1698883200000,1698969540000,600,2462,98,1723
ab6341d7-90eb-4401-b147-b2353c997ccb,1698969600000,1699055940000,600,2292,91,1604
129234e7-2f51-42ac-b73a-6f978cadaab2,1699056000000,1699142340000,600,2126,85,1488
e420f863-11b2-4814-bf05-2ae1f0429770,1699142400000,1699228740000,600,14048,561,9833
d5afc557-3f0a-4b6b-82f4-13c5a468c5c0,1699228800000,1699315140000,600,13899,555,9729
21d6cffa-ce6e-4d1f-bc5e-157d8b8def4e,1699315200000,1699401540000,600,2430,97,1701
5ee2110a-6b66-477d-8f33-7999a3b01219,1699401600000,1699487940000,600,2741,109,1918
a3710a91-de17-4e15-84aa-a1d6fc5c0d9c,1699488000000,1699574340000,600,3622,144,2535
4e717047-fcb5-48ab-8f93-aa4d98cf63d1,1699574400000,1699660740000,600,2800,112,1959
0f067c81-6bdb-4781-acfd-ef7ac5835783,1699660800000,1699747140000,600,2503,100,1752
a06c2014-2bcf-45df-b2fa-6d2bc4e6c0e7,1699747200000,1699833540000,600,2491,99,1743
222334cc-9ec5-49a3-9cfd-9b9ed03e90ad,1699833600000,1699919940000,600,13623,544,9536
577d05c9-fe45-44af-9ccd-1d0671148989,1699920000000,1700006340000,600,2448,97,1713
ce73dbbe-120d-4bb1-b174-82df23d0cb96,1700006400000,1700092740000,600,2095,83,1466
19d64719-882b-4a54-a894-4e4a4c2ee0c5,1700092800000,1700179140000,600,2045,81,1431
a8eeb75a-2a08-4a0b-860e-95a6eafabd04,1700179200000,1700265540000,600,9951,398,6965
7aab0745-6b68-4620-b5aa-3b73f0e3c41f,1700265600000,1700351940000,600,2027,81,1418
6c194017-b67c-4de0-a244-7ccc3e6166c1,1700352000000,1700438340000,600,13191,527,9233
43539b30-f671-4154-91c6-f096313e66d7,1700438400000,1700524740000,600,14835,593,10384
032ccbd9-8a6d-4361-afaa-716b0a54b968,1700524800000,1700611140000,600,3236,129,2265
154926d0-384f-455b-9e85-abbe5a91990d,1700611200000,1700697540000,600,2168,86,1517
51987f03-281e-4de7-b485-37daef0ed260,1700697600000,1700783940000,600,2278,91,1594
4a2c8ffa-9c57-49a7-a280-e052f893a31d,1700784000000,1700870340000,600,3716,148,2601
448c18da-fbda-4f5a-8f8d-b1edb516af69,1700870400000,1700956740000,600,3860,154,2702
ebef31c0-7f0b-42eb-8109-773a7befcd53,1700956800000,1701043140000,600,2943,117,2060
24715570-286f-431d-9e2a-1609e3c7c1a0,1701043200000,1701129540000,600,12880,515,9016
3030390a-c00e-4ec3-b28c-ab92f808933f,1701129600000,1701215940000,600,3000,120,2100
4e3bc357-bcb7-4946-926c-23ba95657c78,1701216000000,1701302340000,600,12381,495,8666
76bfa800-9b23-4cd9-8c7c-9ffa5875484d,1701302400000,1701388740000,600,2156,86,1509
2ff0f32a-9894-4c90-af77-232432ab842d,1701388800000,1701475140000,600,11402,456,7981
39160bd0-d667-48e8-b696-81d069f76bd8,1701475200000,1701561540000,600,3574,142,2501
db9b7878-2a51-47d0-b398-e791b50f8518,1701561600000,1701647940000,600,9067,362,6346
fcbf0293-2135-43df-ae2e-82f9e856eed1,1701648000000,1701734340000,600,3232,129,2262
da3a156b-6de1-46a7-8648-f15f6ed5d858,1701734400000,1701820740000,600,11497,459,8047
9bf807d9-d930-40d8-a3a9-7343f25372b9,1701820800000,1701907140000,600,14515,580,10160
5c99028f-ecab-4313-95b8-dad1e3997058,1701907200000,1701993540000,600,2915,116,2040
71fe3b06-e266-4a55-b073-755adb155a84,1701993600000,1702079940000,600,2764,110,1934
bd3b8ecb-7967-411a-bed9-3535619ea20b,1702080000000,1702166340000,600,3086,123,2160
3eaedfc9-84c6-4df6-8a9e-db8450dfdda0,1702166400000,1702252740000,600,3460,138,2422
53e0813a-11d6-4734-b22b-bc480d1700e7,1702252800000,1702339140000,600,12430,497,8701
bd6986bf-29df-4963-a4c0-992acc4c9ed4,1702339200000,1702425540000,600,2520,100,1764
722b7ec4-165e-457c-80ef-2badd88650c5,1702425600000,1702511940000,600,12044,481,8430
859f6152-8c8c-4382-b200-1e77b32180b4,1702512000000,1702598340000,600,3463,138,2424
fd1c74ab-c077-4589-9c42-10d665ec7774,1702598400000,1702684740000,600,10326,413,7228
bb44c984-7475-40ea-9862-055bd42008aa,1702684800000,1702771140000,600,2725,109,1907
4370978a-499a-4dca-ad8a-7f99663abddf,1702771200000,1702857540000,600,3800,152,2660
b69ac260-f2cb-48c6-92f1-b38bc76b9a8a,1702857600000,1702943940000,600,2815,112,1970
17d62bb2-10ef-4964-af12-7dff08a32a42,1702944000000,1703030340000,600,11671,466,8169
baebba04-448e-4922-b82f-f86317a76037,1703030400000,1703116740000,600,2168,86,1517
f811f524-06a7-4f71-9c93-016aecf9e102,1703116800000,1703203140000,600,3891,155,2723
6bd21685-0b03-4eb5-8601-13f2fd43f9a1,1703203200000,1703289540000,600,10838,433,7586
eb537d57-688c-4eeb-979f-1cabb149cdc3,1703289600000,1703375940000,600,2918,116,2042
b82ad886-62b5-4f3e-a159-d13dd37f2ade,1703376000000,1703462340000,600,3658,146,2560
e2aeab30-e925-41b4-ae2f-f86f0f024a73,1703462400000,1703548740000,600,14082,563,9857
026ab3a6-332a-4229-8901-10b2af3fc2fb,1703548800000,1703635140000,600,12135,485,8494
9880af37-8b73-4978-9bb8-3c81b798eaf0,1703635200000,1703721540000,600,3969,158,2778
31194105-9c75-4251-8fd3-2a120e957fc8,1703721600000,1703807940000,600,3431,137,2401
388ae329-2a39-417b-a2d2-97a7bd4e4f02,1703808000000,1703894340000,600,12233,489,8563
2e6efef1-f1c5-4fe2-8484-c7596a6c02dd,1703894400000,1703980740000,600,3249,129,2274
753989e7-4213-453a-8f37-f9415ff3cd9f,1703980800000,1704067140000,600,2310,92,1617
9b5baee1-c415-4ca7-86aa-befd4596b07c,1704067200000,1704153540000,600,2995,119,2096
a2c402c6-a4ad-4362-89e9-0c3ff6c35335,1704153600000,1704239940000,600,11857,474,8299
6f3dfbb0-0a94-429d-96e4-8690ee5229b7,1704240000000,1704326340000,600,12045,481,8431
3a81daad-4917-475f-a9a3-c8c32d1a3d1a,1704326400000,1704412740000,600,3789,151,2652
89e8f9f1-0f7b-4f95-b1ba-119cd6133393,1704412800000,1704499140000,600,3442,137,2409
48a7a2de-8246-4f9f-959e-a4edf0736460,1704499200000,1704585540000,600,12628,505,8839
499f17aa-c5cc-40f2-b150-b60fe0d90d3c,1704585600000,1704671940000,600,11582,463,8107
4335fb5e-c1b9-463f-a34c-4f69dbdcaf77,1704672000000,1704758340000,600,2427,97,1698
9fad0eb0-15b1-4ea8-adba-3dffe4570568,1704758400000,1704844740000,600,12133,485,8493
e817edc5-e5e5-467e-8ee1-3d23f2250578,1704844800000,1704931140000,600,13986,559,9790
1d0f08b4-ad01-4771-a07a-15ee8af3c1bb,1704931200000,1705017540000,600,13590,543,9513
8886ce92-81ed-4c6d-8caf-156a1bda63b5,1705017600000,1705103940000,600,2327,93,1628
a2410be9-c4d7-49a7-9677-4d05290fc4f7,1705104000000,1705190340000,600,2103,84,1472
2cd773f3-98ce-40f4-8bd8-f10d6eefbfb2,1705190400000,1705276740000,600,3622,144,2535
6175fa8d-0f34-46c7-865b-fcc3db7aec58,1705276800000,1705363140000,600,3338,133,2336
b681c43d-9ced-4199-b5b4-1caf2619f0ae,1705363200000,1705449540000,600,14002,560,9801
aab7ea2a-a59a-457c-aed3-7e5be83968b4,1705449600000,1705535940000,600,14061,562,9842
511f6bae-4ff8-4ed6-a4d0-8ee2e5a9b19c,1705536000000,1705622340000,600,10512,420,7358
9ddb2c70-6ed3-4867-bd83-8d4ab1921aeb,1705622400000,1705708740000,600,2717,108,1901
787eff62-93ce-4c4d-a2c1-e01d857ec56a,1705708800000,1705795140000,600,2238,89,1566
e432e806-7222-4764-8d59-20f39bd39cd3,1705795200000,1705881540000,600,13125,525,9187
eb13f442-3788-42ad-be74-99b197d53172,1705881600000,1705967940000,600,3924,156,2746
182bbbf1-10f1-49a7-903e-7766dc96106b,1705968000000,1706054340000,600,3410,136,2387
a6e5ffec-0a04-4aa4-95b3-ca78da9b9fce,1706054400000,1706140740000,600,3782,151,2647
9ee0eea7-7ef1-4810-97f8-cac67dadee1e,1706140800000,1706227140000,600,13458,538,9420
22dca353-231b-4c4e-b5f7-d579329f7265,1706227200000,1706313540000,600,2261,90,1582
1a406197-9774-4fbc-9fab-5b19d82014c9,1706313600000,1706399940000,600,12777,511,8943
bba39354-9af3-4bf3-bf3a-78d0fecf6f18,1706400000000,1706486340000,600,2253,90,1577
1922cdb1-674a-474e-9ade-012e6288beb9,1706486400000,1706572740000,600,3677,147,2573
88dc5ac1-6847-4653-be4a-e8872158f286,1706572800000,1706659140000,600,3878,155,2714
58993c05-3b95-4802-9cda-f0069c32a310,1706659200000,1706745540000,600,3583,143,2508
72c22352-0c43-4820-97da-32645ec4a935,1706745600000,1706831940000,600,2815,112,1970
290d0dbd-7c53-4e64-b401-0af2d4d9875f,1706832000000,1706918340000,600,2184,87,1528
4abbe9d7-7713-4822-a34d-ba2470f0f911,1706918400000,1707004740000,600,14109,564,9876
a0a1e751-ca91-4b3e-911c-917e9b40eaca,1707004800000,1707091140000,600,12434,497,8703
05eea9c0-bd18-497f-8fb7-169e6f5813e2,1707091200000,1707177540000,600,11144,445,7800
d9d09981-784a-4660-b2b3-24e12a156974,1707177600000,1707263940000,600,2638,105,1846
3df37590-d8bd-4014-816d-21313a80cab6,1707264000000,1707350340000,600,10393,415,7275
